region,age,gender,raceethnicity,cli,hh_cmnty_cli,period,trust_experts
MD,45-64,Female,NonHispanicBlackAfricanAmerican,0.0957402,5.2748423,2021-06-01,49.997569675
MD,45-64,Female,NonHispanicMultipleOther,0.0,8.9659761,2021-06-01,41.907520525
MD,45-64,Female,NonHispanicWhite,0.171791,5.4931693,2021-06-01,62.91187585
MD,45-64,Male,Hispanic,0.7848188,10.3537183,2021-06-01,65.1200518
MD,45-64,Male,NonHispanicBlackAfricanAmerican,0.0,4.6765042,2021-06-01,66.336945075
MD,45-64,Male,NonHispanicWhite,0.6290578,5.562448,2021-06-01,64.217671725
MD,65plus,Female,NonHispanicBlackAfricanAmerican,0.0,4.5290726,2021-06-01,61.469387749999996
MD,65plus,Female,NonHispanicWhite,0.1474205,6.103263,2021-06-01,62.863237025000004
MD,65plus,Male,NonHispanicBlackAfricanAmerican,0.0,9.3574073,2021-06-01,70.6403099
MD,65plus,Male,NonHispanicWhite,0.0680966,6.399492,2021-06-01,60.6161543
MD,NotReported,NotReported,NotReported,0.8998399,10.4460429,2021-06-01,46.89217035
ME,25-44,Female,NonHispanicWhite,0.499617,10.36068,2021-06-01,62.38526765
ME,25-44,Male,NonHispanicWhite,0.0,5.9910409,2021-06-01,58.09036725
ME,45-64,Female,NonHispanicWhite,0.3195523,7.2399403,2021-06-01,60.311835025
ME,45-64,Male,NonHispanicWhite,0.2582005,8.4031243,2021-06-01,61.848079875
ME,65plus,Female,NonHispanicWhite,0.10727,5.7531716,2021-06-01,70.05893222499999
ME,65plus,Male,NonHispanicWhite,0.052051,6.3104902,2021-06-01,63.133723
MI,18-24,Female,NonHispanicWhite,0.6183753,15.7322746,2021-06-01,63.2025294
MI,18-24,Male,NonHispanicWhite,1.2563227,13.2387236,2021-06-01,55.714285724999996
MI,25-44,Female,Hispanic,0.2627436,13.7197946,2021-06-01,60.501519475
MI,25-44,Female,NonHispanicBlackAfricanAmerican,0.6108345,10.8767111,2021-06-01,48.160585375000004
MI,25-44,Female,NonHispanicMultipleOther,1.8481442,15.6391004,2021-06-01,45.917948800000005
MI,25-44,Female,NonHispanicWhite,0.3496804,8.1178572,2021-06-01,60.6117952
MI,25-44,Male,Hispanic,0.1783689,7.3407606,2021-06-01,56.122448975
MI,25-44,Male,NonHispanicMultipleOther,0.2758501,8.7476907,2021-06-01,43.44262295
MI,25-44,Male,NonHispanicWhite,0.9216856,9.0357623,2021-06-01,56.312452125
MI,45-64,Female,Hispanic,0.7443261,11.2972738,2021-06-01,53.70221865
MI,45-64,Female,NonHispanicBlackAfricanAmerican,0.2715346,7.6024251,2021-06-01,50.862499975
MI,45-64,Female,NonHispanicMultipleOther,1.714191,10.8348817,2021-06-01,38.005644124999996
MI,45-64,Female,NonHispanicWhite,0.1741001,7.5422805,2021-06-01,59.364909350000005
MI,45-64,Female,NotReported,0.0,4.787234,2021-06-01,39.2857143
MI,45-64,Male,NonHispanicBlackAfricanAmerican,0.4953249,7.5187465,2021-06-01,47.711312575
MI,45-64,Male,NonHispanicMultipleOther,2.3366875,12.0909656,2021-06-01,34.61862015
MI,45-64,Male,NonHispanicWhite,0.5455895,6.9280017,2021-06-01,53.051004074999994
MI,65plus,Female,NonHispanicBlackAfricanAmerican,0.2967097,11.8292711,2021-06-01,60.526622200000006
MI,65plus,Female,NonHispanicMultipleOther,0.0,12.5,2021-06-01,51.729797999999995
MI,65plus,Female,NonHispanicWhite,0.1433151,7.5223536,2021-06-01,61.963987525
MI,65plus,Female,NotReported,0.0,12.0386095,2021-06-01,55.8269516
MI,65plus,Male,NonHispanicBlackAfricanAmerican,0.0,12.7098879,2021-06-01,55.781012399999994
MI,65plus,Male,NonHispanicMultipleOther,0.951986,15.3465347,2021-06-01,48.63681295
MI,65plus,Male,NonHispanicWhite,0.2464342,7.866115,2021-06-01,56.719495475
MI,65plus,Male,NotReported,0.952381,9.6153846,2021-06-01,51.433668075
MI,NotReported,NotReported,NotReported,1.4513833,13.5634288,2021-06-01,43.580358950000004
MN,18-24,Female,NonHispanicWhite,0.7099769,11.8432956,2021-06-01,65.178571425
MN,25-44,Female,Hispanic,0.2747253,15.4320988,2021-06-01,62.30620155
MN,25-44,Female,NonHispanicMultipleOther,0.2710027,10.3658537,2021-06-01,55.813953525
MN,25-44,Female,NonHispanicWhite,0.6418733,8.6114715,2021-06-01,64.7012371
MN,25-44,Male,NonHispanicWhite,0.5304284,6.6928806,2021-06-01,59.949917025
MN,45-64,Female,Hispanic,0.0,12.3188406,2021-06-01,56.70731705
MN,45-64,Female,NonHispanicWhite,0.3936676,8.4726163,2021-06-01,64.52943715
MN,45-64,Male,NonHispanicWhite,0.2008025,6.552752,2021-06-01,63.05006605
MN,65plus,Female,NonHispanicWhite,0.0,5.61402,2021-06-01,68.916996025
MN,65plus,Male,NonHispanicWhite,0.0146862,8.7490622,2021-06-01,66.138246925
MN,NotReported,NotReported,NotReported,0.738683,11.6139919,2021-06-01,49.02146465
MO,18-24,Female,NonHispanicWhite,2.1902217,21.9225524,2021-06-01,64.79384965
MO,25-44,Female,Hispanic,1.0705272,17.0220618,2021-06-01,68.7872024
MO,25-44,Female,NonHispanicMultipleOther,2.7491409,22.2826087,2021-06-01,39.333998225
MO,25-44,Female,NonHispanicWhite,1.42296,18.0965038,2021-06-01,59.80223685
MO,25-44,Male,NonHispanicWhite,0.906589,13.8974244,2021-06-01,49.781539
MO,45-64,Female,NonHispanicBlackAfricanAmerican,0.0,9.2771222,2021-06-01,47.222960725
MO,45-64,Female,NonHispanicMultipleOther,0.5187026,20.9185411,2021-06-01,45.63492065
MO,45-64,Female,NonHispanicWhite,0.5386185,14.1370349,2021-06-01,51.96391715
MO,45-64,Male,NonHispanicMultipleOther,3.255814,11.3095238,2021-06-01,29.807692325
MO,45-64,Male,NonHispanicWhite,0.9034453,11.855431,2021-06-01,47.5735494
MO,65plus,Female,NonHispanicWhite,0.1956296,11.8980813,2021-06-01,59.104296525
MO,65plus,Male,NonHispanicWhite,0.4915496,14.2357276,2021-06-01,54.4194093
MO,NotReported,NotReported,NotReported,1.1951724,17.0419254,2021-06-01,47.701883825
MS,25-44,Female,NonHispanicBlackAfricanAmerican,0.3618962,10.8696332,2021-06-01,45.902965975
MS,25-44,Female,NonHispanicWhite,1.7822905,16.5249173,2021-06-01,47.54672205
MS,25-44,Male,NonHispanicWhite,0.8631739,13.2749551,2021-06-01,45.72712445
MS,45-64,Female,NonHispanicBlackAfricanAmerican,0.1496881,10.5422726,2021-06-01,48.137124375
MS,45-64,Female,NonHispanicWhite,0.590303,13.700157,2021-06-01,43.2996522
MS,45-64,Male,NonHispanicBlackAfricanAmerican,0.0,8.325908,2021-06-01,51.3348757
MS,45-64,Male,NonHispanicWhite,0.355945,6.3983954,2021-06-01,33.875114575
MS,65plus,Female,NonHispanicBlackAfricanAmerican,0.0,13.0080366,2021-06-01,56.515668899999994
MS,65plus,Female,NonHispanicWhite,0.1864402,10.2284721,2021-06-01,44.638463325000004
MS,65plus,Male,NonHispanicWhite,0.0730505,10.9654898,2021-06-01,41.753850299999996
MT,25-44,Female,NonHispanicWhite,0.991484,17.7962845,2021-06-01,57.43987035
MT,25-44,Male,NonHispanicWhite,1.2486945,13.4801733,2021-06-01,46.951219525
MT,45-64,Female,NonHispanicWhite,0.701229,10.9152515,2021-06-01,53.5919574
MT,45-64,Male,NonHispanicWhite,0.6487889,7.6498041,2021-06-01,49.9728988
MT,65plus,Female,NonHispanicWhite,0.5699479,8.9729345,2021-06-01,66.522539575
MT,65plus,Male,NonHispanicWhite,0.0,5.4021024,2021-06-01,56.9017104
NC,18-24,Female,NonHispanicWhite,0.209558,11.2688233,2021-06-01,60.807144975
NC,25-44,Female,Hispanic,0.7187294,11.7075918,2021-06-01,56.2629854
NC,25-44,Female,NonHispanicBlackAfricanAmerican,0.8395532,7.7938488,2021-06-01,48.757181425
NC,25-44,Female,NonHispanicMultipleOther,0.1999953,9.7445963,2021-06-01,44.612138900000005
NC,25-44,Female,NonHispanicWhite,0.6001361,11.7611294,2021-06-01,57.32428035
NC,25-44,Male,Hispanic,0.0,6.1240181,2021-06-01,54.012927725
NC,25-44,Male,NonHispanicBlackAfricanAmerican,0.0,10.1190476,2021-06-01,50.925925925
NC,25-44,Male,NonHispanicMultipleOther,1.3157895,10.7142857,2021-06-01,30.555555549999998
NC,25-44,Male,NonHispanicWhite,1.0269769,10.1332536,2021-06-01,52.71368895
NC,45-64,Female,Hispanic,0.0712887,11.4728446,2021-06-01,56.217097925
NC,45-64,Female,NonHispanicBlackAfricanAmerican,0.0,6.5425757,2021-06-01,49.741032125000004
NC,45-64,Female,NonHispanicMultipleOther,2.1598059,15.6754073,2021-06-01,36.8331344
NC,45-64,Female,NonHispanicWhite,0.4644239,8.5974639,2021-06-01,56.636693300000005
NC,45-64,Male,Hispanic,0.0,10.9775184,2021-06-01,53.163909724999996
NC,45-64,Male,NonHispanicBlackAfricanAmerican,0.4185513,9.4516768,2021-06-01,58.398551875
NC,45-64,Male,NonHispanicMultipleOther,2.4834929,4.4649981,2021-06-01,31.0608108
NC,45-64,Male,NonHispanicWhite,0.3284882,7.2597677,2021-06-01,52.784028074999995
NC,65plus,Female,NonHispanicBlackAfricanAmerican,0.0,10.9330324,2021-06-01,62.4612961
NC,65plus,Female,NonHispanicWhite,0.2228349,8.0318113,2021-06-01,57.196118525
NC,65plus,Female,NotReported,0.0,8.7628866,2021-06-01,44.778993299999996
NC,65plus,Male,NonHispanicBlackAfricanAmerican,0.0,5.9321822,2021-06-01,67.822740675
NC,65plus,Male,NonHispanicWhite,0.1313367,6.8163117,2021-06-01,53.00971705
NC,NotReported,NotReported,NotReported,1.2752869,12.4921129,2021-06-01,45.7072378
ND,25-44,Female,NonHispanicWhite,1.0471123,14.4984934,2021-06-01,55.693069275
ND,25-44,Male,NonHispanicWhite,1.2638901,11.9972942,2021-06-01,42.3076923
ND,45-64,Female,NonHispanicWhite,0.4520741,10.0620847,2021-06-01,54.791877925
ND,45-64,Male,NonHispanicWhite,0.7831621,4.8169282,2021-06-01,48.897058825
ND,65plus,Female,NonHispanicWhite,0.3839473,12.466115,2021-06-01,58.040621225
ND,65plus,Male,NonHispanicWhite,0.0,10.9931168,2021-06-01,54.039215675
NE,25-44,Female,Hispanic,1.71875,15.2173913,2021-06-01,63.095238075
NE,25-44,Female,NonHispanicWhite,0.4827847,11.7442345,2021-06-01,60.810464575000005
NE,25-44,Male,NonHispanicWhite,0.2002024,8.9539059,2021-06-01,59.669692275
NE,45-64,Female,NonHispanicWhite,0.342017,8.1237906,2021-06-01,59.468813675
NE,45-64,Male,NonHispanicWhite,0.373027,4.5526933,2021-06-01,48.572709399999994
NE,65plus,Female,NonHispanicWhite,0.3519912,6.0145086,2021-06-01,65.018331175
NE,65plus,Male,NonHispanicWhite,0.8417192,7.3559337,2021-06-01,54.286519
NH,18-24,Female,NonHispanicWhite,0.0,6.547619,2021-06-01,66.8604651
NH,25-44,Female,NonHispanicWhite,0.1757077,7.6236866,2021-06-01,60.812735724999996
NH,25-44,Male,NonHispanicWhite,0.4049095,6.8804285,2021-06-01,54.8128406
NH,45-64,Female,NonHispanicWhite,0.6348427,5.7689478,2021-06-01,63.03025755
NH,45-64,Male,NonHispanicWhite,0.366246,5.0548781,2021-06-01,54.256584600000004
NH,65plus,Female,NonHispanicWhite,0.0557387,4.9851757,2021-06-01,66.19118710000001
NH,65plus,Male,NonHispanicWhite,0.2799114,7.311731,2021-06-01,60.8399416
NJ,18-24,Female,NonHispanicWhite,0.0,3.0874336,2021-06-01,72.6190476
NJ,25-44,Female,Hispanic,0.3164003,7.7909068,2021-06-01,52.279184924999996
NJ,25-44,Female,NonHispanicAsian,0.6314796,10.3789569,2021-06-01,49.048239075
NJ,25-44,Female,NonHispanicBlackAfricanAmerican,0.0,2.3022506,2021-06-01,42.300220100000004
NJ,25-44,Female,NonHispanicWhite,0.430807,5.9662534,2021-06-01,59.891555275
NJ,25-44,Male,Hispanic,0.1845964,10.0104769,2021-06-01,48.563665
NJ,25-44,Male,NonHispanicAsian,0.0,3.3053671,2021-06-01,68.656716425
NJ,25-44,Male,NonHispanicWhite,0.3491796,6.1344572,2021-06-01,64.212687825
NJ,45-64,Female,Hispanic,0.5841697,11.9619598,2021-06-01,61.18817405
NJ,45-64,Female,NonHispanicAsian,0.0,5.5555556,2021-06-01,68.99981145
NJ,45-64,Female,NonHispanicBlackAfricanAmerican,0.2509688,6.2558473,2021-06-01,56.43030365
NJ,45-64,Female,NonHispanicWhite,0.1592422,6.3185192,2021-06-01,60.6113519
NJ,45-64,Male,Hispanic,0.0,9.8371351,2021-06-01,59.943150599999996
NJ,45-64,Male,NonHispanicAsian,0.0,2.9564557,2021-06-01,69.047619075
NJ,45-64,Male,NonHispanicBlackAfricanAmerican,0.0,3.5027345,2021-06-01,55.308809275
NJ,45-64,Male,NonHispanicMultipleOther,0.1587302,5.2941176,2021-06-01,51.041666649999996
NJ,45-64,Male,NonHispanicWhite,0.3853962,6.5037729,2021-06-01,61.725611625
NJ,65plus,Female,Hispanic,0.0,3.6548222,2021-06-01,59.573672725
NJ,65plus,Female,NonHispanicBlackAfricanAmerican,0.0,5.843814,2021-06-01,58.433810824999995
NJ,65plus,Female,NonHispanicWhite,0.0807286,5.5322931,2021-06-01,58.669709025
NJ,65plus,Male,Hispanic,0.0,10.9375,2021-06-01,64.810251025
NJ,65plus,Male,NonHispanicWhite,0.0,5.5563797,2021-06-01,58.465532
NJ,NotReported,NotReported,NotReported,0.6417776,9.4221899,2021-06-01,42.14285715
NM,25-44,Female,Hispanic,0.0634043,9.9406881,2021-06-01,52.7401253
NM,25-44,Female,NonHispanicWhite,0.2031066,6.859742,2021-06-01,60.7508296
NM,25-44,Male,Hispanic,1.8829341,6.9880893,2021-06-01,55.678998625
NM,25-44,Male,NonHispanicWhite,0.5001148,4.2436767,2021-06-01,59.269662925
NM,45-64,Female,Hispanic,0.1483168,7.0391424,2021-06-01,53.5968136
NM,45-64,Female,NonHispanicWhite,0.3060353,4.6382387,2021-06-01,56.343580925
NM,45-64,Male,Hispanic,0.4313031,9.9102381,2021-06-01,50.753701525
NM,45-64,Male,NonHispanicWhite,0.7440635,8.2982495,2021-06-01,58.092924675
NM,65plus,Female,Hispanic,0.4060741,11.149012,2021-06-01,55.487327775
NM,65plus,Female,NonHispanicWhite,0.2360392,6.7531144,2021-06-01,66.395789175
NM,65plus,Male,Hispanic,0.0,9.1394847,2021-06-01,58.7004802
NM,65plus,Male,NonHispanicWhite,0.0,4.9137207,2021-06-01,57.80059505
NV,25-44,Female,Hispanic,1.123364,8.820766,2021-06-01,54.451295525
NV,25-44,Female,NonHispanicWhite,0.1818192,11.2050407,2021-06-01,57.577653275
NV,25-44,Male,NonHispanicWhite,1.5054554,9.4071133,2021-06-01,56.8270202
NV,45-64,Female,Hispanic,0.4496831,5.5537681,2021-06-01,55.246713975
NV,45-64,Female,NonHispanicWhite,0.2045982,8.345738,2021-06-01,56.8444367
NV,45-64,Male,Hispanic,0.4182575,7.6530612,2021-06-01,57.409503875
NV,45-64,Male,NonHispanicWhite,0.2971197,6.4692887,2021-06-01,54.744708700000004
NV,65plus,Female,NonHispanicWhite,0.2024127,9.2734173,2021-06-01,56.85439625
NV,65plus,Male,NonHispanicWhite,0.8193581,13.3602486,2021-06-01,58.387587925
NY,18-24,Female,Hispanic,0.473062,7.6119432,2021-06-01,55.647959175
NY,18-24,Female,NonHispanicWhite,0.2136129,9.229757,2021-06-01,63.5778626
NY,18-24,Male,NonHispanicWhite,0.0,8.8472082,2021-06-01,57.727272725
NY,25-44,Female,Hispanic,0.4975203,9.4158127,2021-06-01,42.728267025
NY,25-44,Female,NonHispanicAsian,0.8942187,9.2767483,2021-06-01,55.252192975
NY,25-44,Female,NonHispanicBlackAfricanAmerican,0.6310559,3.7726973,2021-06-01,50.435759975
NY,25-44,Female,NonHispanicMultipleOther,0.8055246,11.6490261,2021-06-01,41.46350105
NY,25-44,Female,NonHispanicWhite,0.4356919,8.0606476,2021-06-01,60.3817995
NY,25-44,Male,Hispanic,1.0812237,9.2134553,2021-06-01,58.69353475
NY,25-44,Male,NonHispanicAsian,0.3016349,6.2628538,2021-06-01,61.659174175000004
NY,25-44,Male,NonHispanicBlackAfricanAmerican,0.0,8.0121748,2021-06-01,51.882062125
NY,25-44,Male,NonHispanicMultipleOther,0.3538872,6.5992106,2021-06-01,43.181818175
NY,25-44,Male,NonHispanicWhite,0.4254955,5.8843427,2021-06-01,60.791038025
NY,45-64,Female,Hispanic,0.0922603,6.7580876,2021-06-01,57.119006175
NY,45-64,Female,NonHispanicAsian,0.0,2.8966433,2021-06-01,61.155913975
NY,45-64,Female,NonHispanicBlackAfricanAmerican,0.1304392,7.91039,2021-06-01,47.301253675
NY,45-64,Female,NonHispanicMultipleOther,0.0,9.3814723,2021-06-01,39.87491375
NY,45-64,Female,NonHispanicWhite,0.2627786,6.5298876,2021-06-01,58.53846475
NY,45-64,Female,NotReported,0.0,12.3762376,2021-06-01,44.442357799999996
NY,45-64,Male,Hispanic,0.2871869,8.6099725,2021-06-01,58.98629685
NY,45-64,Male,NonHispanicAsian,0.0,11.7089818,2021-06-01,58.271011375
NY,45-64,Male,NonHispanicBlackAfricanAmerican,0.0,7.5601039,2021-06-01,50.12259555
NY,45-64,Male,NonHispanicMultipleOther,1.6135432,12.0865556,2021-06-01,41.818768725
NY,45-64,Male,NonHispanicWhite,0.309656,5.4243518,2021-06-01,57.6229746
NY,65plus,Female,Hispanic,0.3199115,11.4461585,2021-06-01,63.873453875
NY,65plus,Female,NonHispanicBlackAfricanAmerican,0.0,12.453471,2021-06-01,63.938487475
NY,65plus,Female,NonHispanicMultipleOther,0.0,11.5022781,2021-06-01,49.9825297
NY,65plus,Female,NonHispanicWhite,0.1555967,5.5957331,2021-06-01,60.328990375000004
NY,65plus,Female,NotReported,0.0,10.9902837,2021-06-01,52.87108505
NY,65plus,Male,Hispanic,0.0,10.3459263,2021-06-01,60.2164997
NY,65plus,Male,NonHispanicBlackAfricanAmerican,0.0,10.2869925,2021-06-01,65.46934865
NY,65plus,Male,NonHispanicMultipleOther,1.9406573,6.2735793,2021-06-01,46.500706225
NY,65plus,Male,NonHispanicWhite,0.161014,6.4883422,2021-06-01,58.67318295
NY,65plus,Male,NotReported,0.5,8.8235294,2021-06-01,51.633444075
NY,NotReported,NotReported,NotReported,0.9081726,11.2121482,2021-06-01,45.5250642
OH,18-24,Female,NonHispanicWhite,0.9001105,11.4960781,2021-06-01,60.2100061
OH,18-24,Male,NonHispanicWhite,0.8416204,13.8232799,2021-06-01,54.841101675000004
OH,25-44,Female,Hispanic,0.3366584,10.5232611,2021-06-01,54.1323448
OH,25-44,Female,NonHispanicBlackAfricanAmerican,1.4076879,10.9367802,2021-06-01,49.090851775000004
OH,25-44,Female,NonHispanicMultipleOther,1.1008952,10.2671592,2021-06-01,43.529411775
OH,25-44,Female,NonHispanicWhite,0.5535537,10.3948581,2021-06-01,58.083277975
OH,25-44,Male,NonHispanicMultipleOther,1.2143115,9.2210563,2021-06-01,40.178571425
OH,25-44,Male,NonHispanicWhite,0.8858771,8.2508041,2021-06-01,48.52184055
OH,45-64,Female,Hispanic,0.6135767,12.2973205,2021-06-01,46.150998525
OH,45-64,Female,NonHispanicBlackAfricanAmerican,0.323222,8.4250221,2021-06-01,48.3821809
OH,45-64,Female,NonHispanicMultipleOther,1.13363,12.0747389,2021-06-01,30.705808075
OH,45-64,Female,NonHispanicWhite,0.4815318,8.6523855,2021-06-01,56.52572295
OH,45-64,Male,NonHispanicBlackAfricanAmerican,0.6068007,7.2736594,2021-06-01,49.244029225
OH,45-64,Male,NonHispanicMultipleOther,0.8485983,8.8198948,2021-06-01,29.761904775
OH,45-64,Male,NonHispanicWhite,0.558785,7.3414517,2021-06-01,48.270238825
OH,65plus,Female,NonHispanicBlackAfricanAmerican,0.0,8.7567855,2021-06-01,60.410891075
OH,65plus,Female,NonHispanicMultipleOther,0.0,18.125,2021-06-01,41.06611395
OH,65plus,Female,NonHispanicWhite,0.1653193,7.7104418,2021-06-01,59.31195355
OH,65plus,Female,NotReported,0.0,6.25,2021-06-01,54.2537747
OH,65plus,Male,NonHispanicBlackAfricanAmerican,0.4697169,11.6161616,2021-06-01,65.392156875
OH,65plus,Male,NonHispanicMultipleOther,1.2048193,10.625,2021-06-01,33.056122450000004
OH,65plus,Male,NonHispanicWhite,0.3455145,8.8715275,2021-06-01,50.076981625
OH,NotReported,NotReported,NotReported,1.0279316,12.9806129,2021-06-01,40.862981000000005
OK,18-24,Female,NonHispanicWhite,2.3039213,16.2301441,2021-06-01,54.7413793
OK,25-44,Female,Hispanic,0.2930471,14.7280226,2021-06-01,60.384778925
OK,25-44,Female,NonHispanicMultipleOther,1.0349178,13.0293884,2021-06-01,36.080538075
OK,25-44,Female,NonHispanicWhite,0.3826616,11.2840614,2021-06-01,55.682440675
OK,25-44,Male,NonHispanicWhite,0.5393088,7.0220169,2021-06-01,50.23537325
OK,45-64,Female,Hispanic,1.1494253,9.8684211,2021-06-01,59.526348025
OK,45-64,Female,NonHispanicAmericanIndianAlaskaNative,1.0233624,17.4174836,2021-06-01,43.835616425
OK,45-64,Female,NonHispanicMultipleOther,0.6684027,13.7852289,2021-06-01,42.886967075
OK,45-64,Female,NonHispanicWhite,0.4829493,11.9445859,2021-06-01,51.395177600000004
OK,45-64,Male,NonHispanicMultipleOther,0.9469697,10.9195402,2021-06-01,35.5
OK,45-64,Male,NonHispanicWhite,0.2362002,7.9165227,2021-06-01,44.46437
OK,65plus,Female,NonHispanicWhite,0.2061713,9.1956311,2021-06-01,54.753410200000005
OK,65plus,Male,NonHispanicWhite,0.0,10.948928,2021-06-01,46.8880179
OK,NotReported,NotReported,NotReported,1.2690813,14.6148273,2021-06-01,41.074156200000004
OR,18-24,Female,NonHispanicWhite,0.7474729,12.2593151,2021-06-01,59.469697
OR,25-44,Female,Hispanic,0.0,12.9622064,2021-06-01,56.6218718
OR,25-44,Female,NonHispanicMultipleOther,0.0,9.7520734,2021-06-01,44.8275862
OR,25-44,Female,NonHispanicWhite,0.5345929,8.7067109,2021-06-01,62.055505475
OR,25-44,Male,Hispanic,1.1494253,13.2911392,2021-06-01,58.333333325
OR,25-44,Male,NonHispanicWhite,0.271689,7.6429084,2021-06-01,61.169985499999996
OR,45-64,Female,Hispanic,0.6820867,10.827208,2021-06-01,51.561831675
OR,45-64,Female,NonHispanicMultipleOther,0.8542079,20.1479834,2021-06-01,38.18971115
OR,45-64,Female,NonHispanicWhite,0.2554554,7.9060814,2021-06-01,64.0232827
OR,45-64,Male,Hispanic,0.8273141,8.2557124,2021-06-01,53.497200275
OR,45-64,Male,NonHispanicMultipleOther,0.9878305,9.3173578,2021-06-01,37.7777778
OR,45-64,Male,NonHispanicWhite,0.3046154,7.3991312,2021-06-01,60.340885775
OR,65plus,Female,NonHispanicWhite,0.0826964,7.0240756,2021-06-01,65.29816092499999
OR,65plus,Male,NonHispanicWhite,0.0,7.5808015,2021-06-01,60.306525475
OR,NotReported,NotReported,NotReported,1.315477,13.9865838,2021-06-01,43.54221565
PA,18-24,Female,NonHispanicWhite,0.8250858,10.8890652,2021-06-01,58.627008475
PA,18-24,Male,NonHispanicWhite,0.5490515,14.3310577,2021-06-01,52.601766525
PA,25-44,Female,Hispanic,1.8223048,14.4495745,2021-06-01,39.50547605
PA,25-44,Female,NonHispanicBlackAfricanAmerican,0.3001259,9.1598034,2021-06-01,41.96766585
PA,25-44,Female,NonHispanicMultipleOther,0.8615967,11.2350364,2021-06-01,41.768117775
PA,25-44,Female,NonHispanicWhite,0.3960851,8.8962656,2021-06-01,59.1683971
PA,25-44,Male,Hispanic,1.8207335,8.6653767,2021-06-01,44.296320225
PA,25-44,Male,NonHispanicMultipleOther,1.3333333,5.9782609,2021-06-01,35.43015725
PA,25-44,Male,NonHispanicWhite,0.2305903,6.9111507,2021-06-01,54.2272105
PA,45-64,Female,Hispanic,0.2681024,9.672354,2021-06-01,51.6367378
PA,45-64,Female,NonHispanicBlackAfricanAmerican,0.101373,6.5677715,2021-06-01,49.68318885
PA,45-64,Female,NonHispanicMultipleOther,0.5714974,8.6187121,2021-06-01,35.59232575
PA,45-64,Female,NonHispanicWhite,0.2618772,8.3834839,2021-06-01,58.30887645
PA,45-64,Female,NotReported,0.0,16.3793103,2021-06-01,39.0243902
PA,45-64,Male,Hispanic,0.6321312,9.1413781,2021-06-01,58.021545825
PA,45-64,Male,NonHispanicBlackAfricanAmerican,1.3028388,9.2759174,2021-06-01,60.227272725
PA,45-64,Male,NonHispanicMultipleOther,0.2465661,6.9520438,2021-06-01,27.7255639
